infinitive,mood,tense,form_1s,form_2s,form_3s,form_1p,form_2p,form_3p,gerund,pastparticiple
responder,Indicativo,Pluscuamperfecto,había respondido,habías respondido,había respondido,habíamos respondido,habíais respondido,habían respondido,respondiendo,respondido
responder,Indicativo,Pretérito anterior,hube respondido,hubiste respondido,hubo respondido,hubimos respondido,hubisteis respondido,hubieron respondido,respondiendo,respondido
responder,Indicativo,Condicional perfecto,habría respondido,habrías respondido,habría respondido,habríamos respondido,habríais respondido,habrían respondido,respondiendo,respondido
responder,Subjuntivo,Presente,responda,respondas,responda,respondamos,respondáis,respondan,respondiendo,respondido
responder,Subjuntivo,Imperfecto,respondiera,respondieras,respondiera,respondiéramos,respondierais,respondieran,respondiendo,respondido
responder,Subjuntivo,Futuro,respondiere,respondieres,respondiere,respondiéremos,respondiereis,respondieren,respondiendo,respondido
responder,Subjuntivo,Presente perfecto,haya respondido,hayas respondido,haya respondido,hayamos respondido,hayáis respondido,hayan respondido,respondiendo,respondido
responder,Subjuntivo,Futuro perfecto,hubiere respondido,hubieres respondido,hubiere respondido,hubiéremos respondido,hubiereis respondido,hubieren respondido,respondiendo,respondido
responder,Subjuntivo,Pluscuamperfecto,hubiera respondido,hubieras respondido,hubiera respondido,hubiéramos respondido,hubierais respondido,hubieran respondido,respondiendo,respondido
responder,Imperativo Afirmativo,Presente,,responde,responded,,responda,respondan,respondiendo,respondido
responder,Imperativo Negativo,Presente,,no respondas,no respondáis,,no responda,no respondan,respondiendo,respondido
resultar,Indicativo,Presente,resulto,resultas,resulta,resultamos,resultáis,resultan,resultando,resultado
resultar,Indicativo,Futuro,resultaré,resultarás,resultará,resultaremos,resultaréis,resultarán,resultando,resultado
resultar,Indicativo,Imperfecto,resultaba,resultabas,resultaba,resultábamos,resultabais,resultaban,resultando,resultado
resultar,Indicativo,Pretérito,resulté,resultaste,resultó,resultamos,resultasteis,resultaron,resultando,resultado
resultar,Indicativo,Condicional,resultaría,resultarías,resultaría,resultaríamos,resultaríais,resultarían,resultando,resultado
resultar,Indicativo,Presente perfecto,he resultado,has resultado,ha resultado,hemos resultado,habéis resultado,han resultado,resultando,resultado
resultar,Indicativo,Futuro perfecto,habré resultado,habrás resultado,habrá resultado,habremos resultado,habréis resultado,habrán resultado,resultando,resultado
resultar,Indicativo,Pluscuamperfecto,había resultado,habías resultado,había resultado,habíamos resultado,habíais resultado,habían resultado,resultando,resultado
resultar,Indicativo,Pretérito anterior,hube resultado,hubiste resultado,hubo resultado,hubimos resultado,hubisteis resultado,hubieron resultado,resultando,resultado
resultar,Indicativo,Condicional perfecto,habría resultado,habrías resultado,habría resultado,habríamos resultado,habríais resultado,habrían resultado,resultando,resultado
resultar,Subjuntivo,Presente,resulte,resultes,resulte,resultemos,resultéis,resulten,resultando,resultado
resultar,Subjuntivo,Imperfecto,resultara,resultaras,resultara,resultáramos,resultarais,resultaran,resultando,resultado
resultar,Subjuntivo,Futuro,resultare,resultares,resultare,resultáremos,resultareis,resultaren,resultando,resultado
resultar,Subjuntivo,Presente perfecto,haya resultado,hayas resultado,haya resultado,hayamos resultado,hayáis resultado,hayan resultado,resultando,resultado
resultar,Subjuntivo,Futuro perfecto,hubiere resultado,hubieres resultado,hubiere resultado,hubiéremos resultado,hubiereis resultado,hubieren resultado,resultando,resultado
resultar,Subjuntivo,Pluscuamperfecto,hubiera resultado,hubieras resultado,hubiera resultado,hubiéramos resultado,hubierais resultado,hubieran resultado,resultando,resultado
resultar,Imperativo Afirmativo,Presente,,resulta,resultad,,resulte,resulten,resultando,resultado
resultar,Imperativo Negativo,Presente,,no resultes,no resultéis,,no resulte,no resulten,resultando,resultado
revelar,Indicativo,Presente,revelo,revelas,revela,revelamos,reveláis,revelan,revelando,revelado
revelar,Indicativo,Futuro,revelaré,revelarás,revelará,revelaremos,revelaréis,revelarán,revelando,revelado
revelar,Indicativo,Imperfecto,revelaba,revelabas,revelaba,revelábamos,revelabais,revelaban,revelando,revelado
revelar,Indicativo,Pretérito,revelé,revelaste,reveló,revelamos,revelasteis,revelaron,revelando,revelado
revelar,Indicativo,Condicional,revelaría,revelarías,revelaría,revelaríamos,revelaríais,revelarían,revelando,revelado
revelar,Indicativo,Presente perfecto,he revelado,has revelado,ha revelado,hemos revelado,habéis revelado,han revelado,revelando,revelado
revelar,Indicativo,Futuro perfecto,habré revelado,habrás revelado,habrá revelado,habremos revelado,habréis revelado,habrán revelado,revelando,revelado
revelar,Indicativo,Pluscuamperfecto,había revelado,habías revelado,había revelado,habíamos revelado,habíais revelado,habían revelado,revelando,revelado
revelar,Indicativo,Pretérito anterior,hube revelado,hubiste revelado,hubo revelado,hubimos revelado,hubisteis revelado,hubieron revelado,revelando,revelado
revelar,Indicativo,Condicional perfecto,habría revelado,habrías revelado,habría revelado,habríamos revelado,habríais revelado,habrían revelado,revelando,revelado
revelar,Subjuntivo,Presente,revele,reveles,revele,revelemos,reveléis,revelen,revelando,revelado
revelar,Subjuntivo,Imperfecto,revelara,revelaras,revelara,reveláramos,revelarais,revelaran,revelando,revelado
revelar,Subjuntivo,Futuro,revelare,revelares,revelare,reveláremos,revelareis,revelaren,revelando,revelado
revelar,Subjuntivo,Presente perfecto,haya revelado,hayas revelado,haya revelado,hayamos revelado,hayáis revelado,hayan revelado,revelando,revelado
revelar,Subjuntivo,Futuro perfecto,hubiere revelado,hubieres revelado,hubiere revelado,hubiéremos revelado,hubiereis revelado,hubieren revelado,revelando,revelado
revelar,Subjuntivo,Pluscuamperfecto,hubiera revelado,hubieras revelado,hubiera revelado,hubiéramos revelado,hubierais revelado,hubieran revelado,revelando,revelado
revelar,Imperativo Afirmativo,Presente,,revela,revelad,,revele,revelen,revelando,revelado
revelar,Imperativo Negativo,Presente,,no reveles,no reveléis,,no revele,no revelen,revelando,revelado
rezar,Indicativo,Presente,rezo,rezas,reza,rezamos,rezáis,rezan,rezando,rezado
rezar,Indicativo,Futuro,rezaré,rezarás,rezará,rezaremos,rezaréis,rezarán,rezando,rezado
rezar,Indicativo,Imperfecto,rezaba,rezabas,rezaba,rezábamos,rezabais,rezaban,rezando,rezado
rezar,Indicativo,Pretérito,recé,rezaste,rezó,rezamos,rezasteis,rezaron,rezando,rezado
rezar,Indicativo,Condicional,rezaría,rezarías,rezaría,rezaríamos,rezaríais,rezarían,rezando,rezado
rezar,Indicativo,Presente perfecto,he rezado,has rezado,ha rezado,hemos rezado,habéis rezado,han rezado,rezando,rezado
rezar,Indicativo,Futuro perfecto,habré rezado,habrás rezado,habrá rezado,habremos rezado,habréis rezado,habrán rezado,rezando,rezado
rezar,Indicativo,Pluscuamperfecto,había rezado,habías rezado,había rezado,habíamos rezado,habíais rezado,habían rezado,rezando,rezado
rezar,Indicativo,Pretérito anterior,hube rezado,hubiste rezado,hubo rezado,hubimos rezado,hubisteis rezado,hubieron rezado,rezando,rezado
rezar,Indicativo,Condicional perfecto,habría rezado,habrías rezado,habría rezado,habríamos rezado,habríais rezado,habrían rezado,rezando,rezado
rezar,Subjuntivo,Presente,rece,reces,rece,recemos,recéis,recen,rezando,rezado
rezar,Subjuntivo,Imperfecto,rezara,rezaras,rezara,rezáramos,rezarais,rezaran,rezando,rezado
rezar,Subjuntivo,Futuro,rezare,rezares,rezare,rezáremos,rezareis,rezaren,rezando,rezado
rezar,Subjuntivo,Presente perfecto,haya rezado,hayas rezado,haya rezado,hayamos rezado,hayáis rezado,hayan rezado,rezando,rezado
rezar,Subjuntivo,Futuro perfecto,hubiere rezado,hubieres rezado,hubiere rezado,hubiéremos rezado,hubiereis rezado,hubieren rezado,rezando,rezado
rezar,Subjuntivo,Pluscuamperfecto,hubiera rezado,hubieras rezado,hubiera rezado,hubiéramos rezado,hubierais rezado,hubieran rezado,rezando,rezado
rezar,Imperativo Afirmativo,Presente,,reza,rezad,,rece,recen,rezando,rezado
rezar,Imperativo Negativo,Presente,,no reces,no recéis,,no rece,no recen,rezando,rezado
robar,Indicativo,Presente,robo,robas,roba,robamos,robáis,roban,robando,robado
robar,Indicativo,Futuro,robaré,robarás,robará,robaremos,robaréis,robarán,robando,robado
robar,Indicativo,Imperfecto,robaba,robabas,robaba,robábamos,robabais,robaban,robando,robado
robar,Indicativo,Pretérito,robé,robaste,robó,robamos,robasteis,robaron,robando,robado
robar,Indicativo,Condicional,robaría,robarías,robaría,robaríamos,robaríais,robarían,robando,robado
robar,Indicativo,Presente perfecto,he robado,has robado,ha robado,hemos robado,habéis robado,han robado,robando,robado
robar,Indicativo,Futuro perfecto,habré robado,habrás robado,habrá robado,habremos robado,habréis robado,habrán robado,robando,robado
robar,Indicativo,Pluscuamperfecto,había robado,habías robado,había robado,habíamos robado,habíais robado,habían robado,robando,robado
robar,Indicativo,Pretérito anterior,hube robado,hubiste robado,hubo robado,hubimos robado,hubisteis robado,hubieron robado,robando,robado
robar,Indicativo,Condicional perfecto,habría robado,habrías robado,habría robado,habríamos robado,habríais robado,habrían robado,robando,robado
robar,Subjuntivo,Presente,robe,robes,robe,robemos,robéis,roben,robando,robado
robar,Subjuntivo,Imperfecto,robara,robaras,robara,robáramos,robarais,robaran,robando,robado
robar,Subjuntivo,Futuro,robare,robares,robare,robáremos,robareis,robaren,robando,robado
robar,Subjuntivo,Presente perfecto,haya robado,hayas robado,haya robado,hayamos robado,hayáis robado,hayan robado,robando,robado
robar,Subjuntivo,Futuro perfecto,hubiere robado,hubieres robado,hubiere robado,hubiéremos robado,hubiereis robado,hubieren robado,robando,robado
robar,Subjuntivo,Pluscuamperfecto,hubiera robado,hubieras robado,hubiera robado,hubiéramos robado,hubierais robado,hubieran robado,robando,robado
robar,Imperativo Afirmativo,Presente,,roba,robad,,robe,roben,robando,robado
robar,Imperativo Negativo,Presente,,no robes,no robéis,,no robe,no roben,robando,robado
rogar,Indicativo,Presente,ruego,ruegas,ruega,rogamos,rogáis,ruegan,rogando,rogado
rogar,Indicativo,Futuro,rogaré,rogarás,rogará,rogaremos,rogaréis,rogarán,rogando,rogado
rogar,Indicativo,Imperfecto,rogaba,rogabas,rogaba,rogábamos,rogabais,rogaban,rogando,rogado
rogar,Indicativo,Pretérito,rogué,rogaste,rogó,rogamos,rogasteis,rogaron,rogando,rogado
rogar,Indicativo,Condicional,rogaría,rogarías,rogaría,rogaríamos,rogaríais,rogarían,rogando,rogado
rogar,Indicativo,Presente perfecto,he rogado,has rogado,ha rogado,hemos rogado,habéis rogado,han rogado,rogando,rogado
rogar,Indicativo,Futuro perfecto,habré rogado,habrás rogado,habrá rogado,habremos rogado,habréis rogado,habrán rogado,rogando,rogado
rogar,Indicativo,Pluscuamperfecto,había rogado,habías rogado,había rogado,habíamos rogado,habíais rogado,habían rogado,rogando,rogado
rogar,Indicativo,Pretérito anterior,hube rogado,hubiste rogado,hubo rogado,hubimos rogado,hubisteis rogado,hubieron rogado,rogando,rogado
rogar,Indicativo,Condicional perfecto,habría rogado,habrías rogado,habría rogado,habríamos rogado,habríais rogado,habrían rogado,rogando,rogado
rogar,Subjuntivo,Presente,ruegue,ruegues,ruegue,roguemos,roguéis,rueguen,rogando,rogado
rogar,Subjuntivo,Imperfecto,rogara,rogaras,rogara,rogáramos,rogarais,rogaran,rogando,rogado
rogar,Subjuntivo,Futuro,rogare,rogares,rogare,rogáremos,rogareis,rogaren,rogando,rogado
rogar,Subjuntivo,Presente perfecto,haya rogado,hayas rogado,haya rogado,hayamos rogado,hayáis rogado,hayan rogado,rogando,rogado
rogar,Subjuntivo,Futuro perfecto,hubiere rogado,hubieres rogado,hubiere rogado,hubiéremos rogado,hubiereis rogado,hubieren rogado,rogando,rogado
rogar,Subjuntivo,Pluscuamperfecto,hubiera rogado,hubieras rogado,hubiera rogado,hubiéramos rogado,hubierais rogado,hubieran rogado,rogando,rogado
rogar,Imperativo Afirmativo,Presente,,ruega,rogad,,ruegue,rueguen,rogando,rogado
rogar,Imperativo Negativo,Presente,,no ruegues,no roguéis,,no ruegue,no rueguen,rogando,rogado
romper,Indicativo,Presente,rompo,rompes,rompe,rompemos,rompéis,rompen,rompiendo,roto
romper,Indicativo,Futuro,romperé,romperás,romperá,romperemos,romperéis,romperán,rompiendo,roto
romper,Indicativo,Imperfecto,rompía,rompías,rompía,rompíamos,rompíais,rompían,rompiendo,roto
romper,Indicativo,Pretérito,rompí,rompiste,rompió,rompimos,rompisteis,rompieron,rompiendo,roto
romper,Indicativo,Condicional,rompería,romperías,rompería,romperíamos,romperíais,romperían,rompiendo,roto
romper,Indicativo,Presente perfecto,he roto,has roto,ha roto,hemos roto,habéis roto,han roto,rompiendo,roto
romper,Indicativo,Futuro perfecto,habré roto,habrás roto,habrá roto,habremos roto,habréis roto,habrán roto,rompiendo,roto
romper,Indicativo,Pluscuamperfecto,había roto,habías roto,había roto,habíamos roto,habíais roto,habían roto,rompiendo,roto
romper,Indicativo,Pretérito anterior,hube roto,hubiste roto,hubo roto,hubimos roto,hubisteis roto,hubieron roto,rompiendo,roto
romper,Indicativo,Condicional perfecto,habría roto,habrías roto,habría roto,habríamos roto,habríais roto,habrían roto,rompiendo,roto
romper,Subjuntivo,Presente,rompa,rompas,rompa,rompamos,rompáis,rompan,rompiendo,roto
romper,Subjuntivo,Imperfecto,rompiera,rompieras,rompiera,rompiéramos,rompierais,rompieran,rompiendo,roto
romper,Subjuntivo,Futuro,rompiere,rompieres,rompiere,rompiéremos,rompiereis,rompieren,rompiendo,roto
romper,Subjuntivo,Presente perfecto,haya roto,hayas roto,haya roto,hayamos roto,hayáis roto,hayan roto,rompiendo,roto
romper,Subjuntivo,Futuro perfecto,hubiere roto,hubieres roto,hubiere roto,hubiéremos roto,hubiereis roto,hubieren roto,rompiendo,roto
romper,Subjuntivo,Pluscuamperfecto,hubiera roto,hubieras roto,hubiera roto,hubiéramos roto,hubierais roto,hubieran roto,rompiendo,roto
romper,Imperativo Afirmativo,Presente,,rompe,romped,,rompa,rompan,rompiendo,roto
romper,Imperativo Negativo,Presente,,no rompas,no rompáis,,no rompa,no rompan,rompiendo,roto
saber,Indicativo,Presente,sé,sabes,sabe,sabemos,sabéis,saben,sabiendo,sabido
saber,Indicativo,Futuro,sabré,sabrás,sabrá,sabremos,sabréis,sabrán,sabiendo,sabido
saber,Indicativo,Imperfecto,sabía,sabías,sabía,sabíamos,sabíais,sabían,sabiendo,sabido
